Data,Vendedor,Cliente,Região,Produto,Valor
43902,Diego,Igor Alledi,Centro-Oeste,Word,500
43903,Alon,Isabelly Velucci,Norte,Word,500
43903,Alon,Bárbara Reis,Sul,Word,600
43904,Alon,Raiam Silvestre,Norte,Word,450
43904,Marcus,Raiza Whitaker,Nordeste,Word,450
43904,Paulo,Marina Naveiro,Sudeste,Word,600
43904,Gabriel,Gabriella Smolarek,Centro-Oeste,Word,600
43905,Paulo,Rogério Smolarek,Sudeste,Word,450
43905,Alon,Mariana Vannier,Centro-Oeste,Word,500
43905,Alon,Marco Luis,Sudeste,Word,600
43906,Diego,Jonnathan Rubim,Sudeste,Word,600
43906,João,Julyana Iris,Centro-Oeste,Word,300
43906,Gabriel,Patrícia Chein,Sul,Word,300
43907,Diego,Luís Mollica,Norte,Word,450
43907,João,Alan Limp,Sul,Word,450
43908,Marcus,Paula Queiroz,Nordeste,Word,450
43908,Diego,Cláudia Kranz,Nordeste,Word,300
43908,Diego,Saranna Hejda,Sudeste,Word,500
43908,Marcus,Daniella Felix,Sul,Word,450
43909,Diego,Walter Pflueger,Centro-Oeste,Word,300
43909,Marcus,Maciela Gerhad,Centro-Oeste,Word,300
43909,João,Catarina Vasconcelos,Norte,Word,600
43909,Alon,Thamires Cunha,Nordeste,Word,500
43910,Marcus,Thayza Alvim,Sul,Word,600
43910,Marcus,Jeter Areias,Sudeste,Word,600
43910,Marcus,Carlos Muniz,Nordeste,Power BI,300
43910,Gabriel,Elizeu Yumi,Norte,Word,500
43911,Marcus,Helvio Ventura,Centro-Oeste,Python,450
43911,Gabriel,Nathalia Leivyson,Sudeste,Power BI,300
43911,Paulo,Andreia Aballo,Sul,Power BI,300
43912,Diego,Lorena Primo,Norte,Power BI,300
43912,Marcus,Thaís Junqueira,Centro-Oeste,Python,450
43912,Gabriel,Leticia Amorim,Norte,Python,450
43912,Diego,Ariel Ognibene,Centro-Oeste,Power BI,300
43913,João,Lívia Lopez,Sudeste,Word,600
43914,Paulo,Emilaine Roças,Sul,Word,500
43914,Paulo,Victor Fangueiro,Centro-Oeste,Python,450
43915,Alon,Giovani Lacerda,Norte,Word,500
43915,Diego,Luize Albuquerque,Nordeste,Word,500
43916,João,Karine Neviani,Sudeste,Python,450
43916,João,Evelyn Carrera,Sudeste,Word,600
43917,João,Wendel Yen,Norte,Word,500
43917,Gabriel,Karline Anunciação,Norte,Power BI,300
43917,Diego,Wen Alves,Norte,Power BI,300
43917,João,Jennifer Veloso,Norte,Word,500
43917,Alon,Yan Rayol,Norte,Power BI,300
43918,João,Denilton Bogossian,Centro-Oeste,Word,600
43918,Diego,Alexandra Hermano,Sudeste,Word,600
43918,João,Christiana Teles,Sudeste,Word,600
43918,João,Samir Mercês,Centro-Oeste,Word,500
43919,Alon,Silvana Rosales,Norte,Word,600
43919,João,Erick Lucas,Centro-Oeste,Python,450
43919,João,Marina Barreto,Sudeste,Word,600
43919,Alon,Dayane Franco,Nordeste,Word,600
43919,Diego,Glenda Bastos,Nordeste,Word,600
43920,João,Wesley Rabelo,Sul,Python,450
43920,Gabriel,Julyana Rangel,Centro-Oeste,Word,600
43920,Gabriel,Vinícius Ferrer,Sul,Python,450
43921,Gabriel,Ylana Kohn,Nordeste,Word,500
43921,João,Nina Júnior,Norte,Word,500
43921,Gabriel,Amanda Miehrig,Norte,Python,450
43921,Alon,Hiaiune Lopes,Sul,Power BI,300
43922,Alon,Filippo Diogo,Centro-Oeste,Python,450
43922,Alon,Thuany Monteiro,Norte,Word,500
43923,Marcus,Karollayne Siqueira,Norte,Word,500
43923,Marcus,Barbara Schincariol,Sudeste,Word,500
43924,João,Mateus Francisca,Norte,Python,450
43924,Alon,Ully Farah,Sudeste,Word,600
43924,Alon,Raiam Chein,Sudeste,Word,500
43924,Diego,Viviane Raggi,Norte,Word,500
43925,Paulo,Ana Osman,Sul,Python,450
43926,Gabriel,Isabela Abi-Ramia,Nordeste,Word,500
43926,João,Micaele Balbi,Centro-Oeste,Word,500
43926,Diego,Paloma Ladogano,Norte,Word,600
43926,Paulo,Vitoria Pedro,Nordeste,Word,600
43926,Diego,Elizeu Dória,Sudeste,Word,600
43927,Paulo,Vívian Mendes,Nordeste,Power BI,300
43927,Paulo,Renato Madruga,Norte,Power BI,300
43927,Alon,Camilla Alledi,Sudeste,Power BI,300
43927,Marcus,Ighor Titonelli,Norte,Word,500
43927,Paulo,Eduardo Rodino,Nordeste,Python,450
43928,Marcus,Heitor Taylor,Norte,Python,450
43928,Diego,Camille Orind,Centro-Oeste,Word,600
43928,Diego,Eduarda Miura,Nordeste,Power BI,300
43929,Marcus,Tatiane La,Norte,Word,500
43929,Alon,Yasmine Azevedo,Norte,Power BI,300
43929,Paulo,Alessandro Fuchs,Nordeste,Word,500
43929,Paulo,Jonnathan Arslanian,Norte,Word,600
43930,Gabriel,Hannah Dourado,Nordeste,Power BI,300
43930,Diego,Helena Carmo,Sul,Power BI,300
43930,Diego,Thauan Fontenelle,Norte,Python,450
43931,Alon,Ramon Alvarez,Sudeste,Power BI,300
43931,Paulo,Adriano Gonzalez,Sudeste,Word,600
43931,Marcus,Tayna Mosqueira,Sudeste,Python,450
43931,Marcus,Walter Cassabian,Norte,Word,500
43932,Alon,Thaiz Scaldini,Norte,Word,600
43932,Diego,Christiana Bailly,Nordeste,Word,500
43932,Diego,Diogo Areias,Sudeste,Word,500
43932,Alon,Julio Esquenazi,Sudeste,Word,500
43933,Gabriel,Marianna Tostes,Sudeste,Python,450
43935,Alon,Wellington Balbi,Centro-Oeste,Python,450
43935,Diego,Raísa Albuquerque,Sudeste,Power BI,300
43936,João,Evelyn Tribuzy,Sul,Python,450
43936,João,Giovana Vilaça,Nordeste,Power BI,300
43936,Diego,Athos Orind,Sudeste,Word,600
43936,Paulo,Stella Nacif,Norte,Power BI,300
43936,Diego,Cláudia Goulart,Centro-Oeste,Power BI,300
43937,Gabriel,Rodrigo Bailly,Norte,Word,500
43937,Diego,Giovani Braga,Centro-Oeste,Power BI,300
43937,Marcus,Desirée Ontiveros,Centro-Oeste,Python,450
43938,Paulo,Vitória Abramovitz,Sul,Power BI,300
43938,Marcus,Reila Andréa,Nordeste,Word,500
43938,Alon,Gizele Cruz,Sul,Word,600
43938,Marcus,Raissa Pellegrini,Sudeste,Word,500
43939,Marcus,Thauan Bastos,Centro-Oeste,Word,600
43939,Paulo,Jéssica Cassabian,Norte,Word,500
43939,Diego,Cláudia Bitencourt,Sudeste,Word,500
43939,João,Marcus Luísa,Norte,Power BI,300
43940,Marcus,Emilaine Fontana,Norte,Power BI,300
43940,Alon,Graziela Zidan,Centro-Oeste,Power BI,300
43941,João,Ana Franciele,Norte,Word,500
43941,Alon,Antonia Thome,Centro-Oeste,Power BI,300
43941,Paulo,Thaís Nemitz,Norte,Word,500
43941,Gabriel,Flávia Jalles,Norte,Word,500
43941,Gabriel,Alessandra Ferreirinha,Norte,Python,450
43941,Diego,Laiza Catarino,Norte,Word,500
43942,Diego,Izabella Amorim,Norte,Power BI,300
43942,Diego,Priscilla Rosolia,Nordeste,Word,500
43942,Diego,Edgard Menaged,Sul,Power BI,300
43943,Paulo,Rômulo Eduardo,Norte,Word,600
43943,Paulo,Mauricio Brandão,Norte,Power BI,300
43943,Diego,José Thury,Sul,Python,450
43944,Gabriel,Giovanni Benvinda,Nordeste,Word,600
43944,Gabriel,Iris Stockler,Sudeste,Word,600
43945,Paulo,Ester Madeira,Sudeste,Word,600
43945,Gabriel,Raiam Villela,Sudeste,Power BI,300
43946,Gabriel,Luã Marcolini,Centro-Oeste,Excel,500
43946,Paulo,Sabrina Cavalcanti,Sul,Python,450
43947,João,Arnôr Felippe,Centro-Oeste,Excel,500
43947,Diego,Rilson Tsuyoshi,Norte,Power BI,300
43947,João,Natália Russo,Sul,Python,450
43947,Diego,Yuske Albano,Sudeste,VBA,600
43947,Gabriel,Alfredo Titonelli,Sul,Power BI,300
43948,Diego,Thayssa Antônio,Sul,Power BI,300
43948,Gabriel,Mariane Yang,Norte,Power BI,300
43949,Alon,Patrícia Castello,Norte,Excel,500
43949,Alon,Cícero Arouca,Norte,VBA,600
43950,Paulo,Laís Coimbra,Centro-Oeste,Excel,500
43950,João,Alfredo Alves,Norte,Excel,500
43950,Diego,Gabriel Felippe,Sudeste,Excel,500
43950,Paulo,Philipe Mesquita,Sudeste,VBA,600
43950,João,Talissa Domingues,Norte,VBA,600
43950,João,Katarine Nuñez,Nordeste,VBA,600
43951,Gabriel,Renan Carneiro,Centro-Oeste,Python,450
43951,Diego,Camilla Akerman,Sul,Excel,500
43951,Diego,Sebastião Cossich,Nordeste,Python,450
43952,Alon,Enrique Carvalhal,Norte,Excel,500
43952,Diego,Carlos Montenegro,Norte,Power BI,300
43952,Alon,Manuela Montenegro,Norte,VBA,600
43953,Gabriel,Julianna Yudi,Centro-Oeste,Power BI,300
43953,Gabriel,Dykson Primo,Nordeste,Excel,500
43954,Diego,Sandy Guilhem,Sudeste,Python,450
43954,Gabriel,Karollayne Martelotte,Sudeste,VBA,600
43955,Gabriel,Nicolas Barbosa,Nordeste,Excel,500
43955,João,Mariane Helena,Norte,Python,450
43955,Alon,Wendela Mendonça,Centro-Oeste,Python,450
43956,Gabriel,Raul Hippertt,Nordeste,Excel,500
43956,Paulo,Suelen Rubinstein,Norte,VBA,600
43957,Gabriel,Ylana Cossich,Centro-Oeste,VBA,600
43957,Gabriel,Paulo Farah,Norte,VBA,600
43957,Alon,Thadeu Chagas,Norte,Power BI,300
43957,Gabriel,Renan Kirk,Nordeste,VBA,600
43958,Alon,Henrique Mercês,Nordeste,Power BI,300
43958,Paulo,Tainara Duarte,Norte,VBA,600
43958,Gabriel,Rosana Guedes,Norte,Python,450
43958,Gabriel,Tainah Tiradentes,Nordeste,Python,450
43958,Alon,Célio Malavolti,Sudeste,Power BI,300
43958,Gabriel,Angelo Hejda,Sudeste,VBA,600
43958,Paulo,Arnôr Hippertt,Norte,Excel,500
43958,Paulo,Jeronimo Stockler,Norte,Python,450
43958,Paulo,Francyne Martins,Norte,Excel,500
43958,João,Edjailma Fangueiro,Sul,Python,450
43958,Alon,Higor Caffaro,Centro-Oeste,Excel,500
43959,João,Lucca Rangel,Sudeste,VBA,600
43959,Gabriel,Lígia Torres,Norte,Python,450
43959,Gabriel,Luisa Madruga,Sudeste,VBA,600
43960,Gabriel,Davi Ontiveros,Sudeste,VBA,600
43960,Diego,Yasser Pedro,Centro-Oeste,VBA,600
43960,Marcus,Ariel Lucas,Sudeste,VBA,600
43960,Diego,Hygor Paes,Sudeste,Excel,500
43960,Gabriel,Natali Mendes,Sul,Power BI,300
43961,João,Hiaiune Felipe,Norte,Excel,500
43961,Marcus,Marcelly Reis,Centro-Oeste,Python,450
43961,Paulo,Alan Lucas,Sul,Power BI,300
43962,Gabriel,Thayane Spata,Nordeste,Power BI,300
43962,João,Katarine Costa,Norte,Python,450
43962,Marcus,Victor Naveiro,Sudeste,Power BI,300
43962,Alon,Breno Abranches,Nordeste,Excel,500
43962,Gabriel,Marcos Póvoa,Sudeste,Python,450
43963,Marcus,Vitor Yudi,Nordeste,Excel,500
43963,Paulo,Leandro Fioretti,Norte,Power BI,300
43963,João,Lorena Faria,Nordeste,Excel,500
43964,Paulo,Juan Gitirana,Norte,Python,450
43964,Alon,Venan Goulart,Centro-Oeste,Power BI,300
43964,Paulo,Livia Fernandez,Norte,VBA,600
43964,Paulo,Rogério José,Sul,VBA,600
43964,Paulo,Erick Vaz,Norte,VBA,600
43964,João,Daniel Franco,Sudeste,Excel,500
43965,Marcus,Helvio Souza,Sudeste,Python,450
43965,Marcus,Liara Sant'Anna,Sul,Python,450
43965,Paulo,Wilson Palha,Centro-Oeste,Python,450
43965,Diego,Sandro Ventura,Norte,Python,450
43965,Alon,Priscilla Ferreira,Sudeste,Excel,500
43966,Alon,Monique Flavio,Norte,Power BI,300
43966,Paulo,Edgard Flávia,Sudeste,Excel,500
43966,Paulo,Thaiz Jiun,Sudeste,VBA,600
43967,Alon,Kelly Emmerick,Centro-Oeste,Python,450
43967,Diego,Lucas Cortes,Nordeste,Power BI,300
43968,Alon,Andre Villar,Centro-Oeste,Power BI,300
43968,Marcus,Dayane Campos,Sul,Power BI,300
43968,Alon,Elaine Veríssimo,Nordeste,Excel,500
43968,Paulo,Stefan Cristine,Sudeste,Python,450
43968,João,Tainah Martins,Centro-Oeste,Python,450
43968,Gabriel,Juliane Lopes,Centro-Oeste,Excel,500
43969,Diego,Giovana Magahães,Centro-Oeste,Python,450
43969,Paulo,Ysabella Cavadas,Centro-Oeste,Power BI,300
43969,Alon,André Tavares,Centro-Oeste,Power BI,300
43970,Paulo,Samir Halinck,Centro-Oeste,VBA,600
43970,João,Jéssica Gouveia,Norte,Power BI,300
43970,Paulo,Beatriz Costalforne,Centro-Oeste,VBA,600
43970,Gabriel,Letícia Villar,Nordeste,Python,450
43971,Marcus,Yohanan La,Sul,Python,450
43971,Marcus,Jonnathan Azeredo,Centro-Oeste,Python,450
43971,Gabriel,Daniela longo,Centro-Oeste,Python,450
43971,Marcus,Roberta Lacerda,Centro-Oeste,Power BI,300
43972,Marcus,Iasmim Azevedo,Centro-Oeste,Python,450
43972,João,Izadora Morgado,Sul,Power BI,300
43972,Marcus,Cristiane Ventura,Sul,Python,450
43972,Paulo,Tomas Lacerda,Norte,Python,450
43973,João,Thomáz Alledi,Norte,Excel,500
43973,Marcus,Bernardo Baltar,Sudeste,Python,450
43973,Marcus,Thaís Hermano,Sul,Excel,500
43973,Alon,Lígia Zambrotti,Sul,Python,450
43973,Paulo,Guilherme Barreira,Sudeste,VBA,600
43974,Alon,Adrielle Mineiro,Norte,Python,450
43974,Paulo,Paulo Lisboa,Sudeste,Python,450
43974,Paulo,Jessica Marcio,Sudeste,VBA,600
43974,Alon,Brenno Gouvêa,Centro-Oeste,Power BI,300
43974,Gabriel,Filippo Primo,Norte,Power BI,300
43974,Marcus,Thuany Rebello,Sul,Power BI,300
43974,Paulo,Nathália Nogueira,Norte,Excel,500
43975,Paulo,Mauricio Magno,Sudeste,VBA,600
43975,Diego,Hiago Mercês,Sudeste,Power BI,300
43975,Paulo,Mirian Espinosa,Sudeste,Power BI,300
43975,João,Ruan Gomes,Sudeste,Python,450
43975,Paulo,Nuno Farah,Norte,VBA,600
43975,Alon,Jessica Tkotz,Norte,Python,450
43976,Alon,Daniel Garambone,Nordeste,Python,450
43976,Paulo,Igor Smolarek,Nordeste,VBA,600
43976,Gabriel,Cláudia Carolina,Norte,Python,450
43977,Diego,Nina Lisboa,Norte,Python,450
43977,Marcus,Flávio Iane,Sudeste,VBA,600
43977,Diego,Thamires Neiva,Norte,Excel,500
43978,Gabriel,Ysabella Ramos,Centro-Oeste,VBA,600
43978,Marcus,Rafaela Ghiorzi,Sudeste,VBA,600
43979,Gabriel,Cícero Cerqueira,Norte,Excel,500
43979,Marcus,Marianne Freire,Sudeste,Excel,500
43980,João,Elio Azevedo,Nordeste,Python,450
43980,Alon,Thadeu Couto,Sudeste,VBA,600
43980,Gabriel,Átila Fasano,Sudeste,Power BI,300
43981,Gabriel,Antônio Prota,Norte,VBA,600
43981,Diego,Tatiane Kohn,Sudeste,Excel,500
43981,Marcus,Luana Amaral,Centro-Oeste,VBA,600
43981,João,Tomas Correa,Centro-Oeste,Power BI,300
43981,João,Christine Berlandez,Sudeste,Power BI,300
43982,João,Julyanna Lessa,Nordeste,VBA,600
43982,Alon,Giovanni Caroline,Sudeste,Excel,500
43982,Diego,Danielle Mello,Norte,VBA,600
43982,Paulo,Alan Batista,Sudeste,Power BI,300
43983,Alon,Aledio Eduardo,Sudeste,Excel,500
43983,João,Thayssa Marcolini,Sul,Excel,500
43983,Paulo,Adrian Jobim,Norte,Excel,500
43984,Alon,Millena Morais,Norte,Excel,500
43984,Marcus,César Accardo,Sudeste,Power BI,300
43984,Paulo,Thamirez Julia,Nordeste,Power BI,300
43985,Alon,Ariel Fernandez,Centro-Oeste,Excel,500
43985,Marcus,Fellipe Souza,Sudeste,Excel,500
43985,Paulo,Luiza Abranches,Sudeste,Power BI,300
43985,João,Arnôr Centurione,Norte,Excel,500
43986,Paulo,Elida Ladogano,Norte,Python,450
43986,Paulo,Stephanie Tiradentes,Norte,VBA,600
43986,Paulo,Cinthia Navega,Sul,Power BI,300
43986,Alon,Rojane Brasil,Norte,Excel,500
43986,Marcus,Yasmini Fogacia,Sul,Python,450
43988,Paulo,Hiago Jordania,Centro-Oeste,Excel,500
43988,Paulo,Wilson Leivyson,Sudeste,Excel,500
43988,Diego,Marcio Tavares,Sudeste,Python,450
43988,João,Tiago Espinosa,Norte,Power BI,300
43988,Alon,William Eduardo,Centro-Oeste,Power BI,300
43988,Marcus,Priscila Jardim,Norte,VBA,600
43989,Gabriel,Sarah Totti,Sul,Excel,500
43989,Diego,Júlia Schneebeli,Sudeste,Power BI,300
43989,Gabriel,Alessandra Provenzano,Centro-Oeste,Power BI,300
43990,Alon,Adrian Luiza,Norte,Power BI,300
43990,Diego,Daniel Peixoto,Sudeste,Power BI,300
43990,João,Yuske Catarino,Nordeste,Excel,500
43990,Marcus,Itai Osman,Norte,Python,450
43990,Alon,Rodrigo Helena,Centro-Oeste,Excel,500
43991,Paulo,Raffael Fernandes,Centro-Oeste,Excel,500
43991,Diego,Nicholas Mello,Norte,Power BI,300
43991,Paulo,Francisco Franca,Sudeste,Python,450
43991,Marcus,Luã Cristine,Sudeste,Python,450
43991,João,Yuri Zacharias,Sudeste,Python,450
43992,Gabriel,Yasmine Figueiredo,Nordeste,Python,450
43993,Paulo,Ciro Kalaf,Norte,Python,450
43993,João,Filippo Li,Norte,Excel,500
43993,Diego,Alexsandro Paes,Norte,VBA,600
43993,Gabriel,Yago Renato,Centro-Oeste,Power BI,300
43993,Alon,Filippo Arineli,Nordeste,Python,450
43994,Gabriel,Marcela Rosario,Centro-Oeste,Power BI,300
43994,Alon,Danilo Rabelo,Sudeste,Excel,500
43994,Gabriel,Rubyson Jardim,Norte,Python,450
43995,Marcus,Mylla Heleno,Sul,Excel,500
43995,Marcus,Yasmin Sodré,Nordeste,VBA,600
43995,Marcus,Ester Palha,Norte,Python,450
43995,Gabriel,Jennifer Rangel,Sudeste,VBA,600
43995,Gabriel,Daniele Alves,Nordeste,Power BI,300
43996,João,Ary Paulino,Sul,Power BI,300
43997,Paulo,Jonnathan Fernando,Sul,Python,450
43997,Gabriel,Rafaela Chagas,Nordeste,Excel,500
43997,Marcus,Thaiz Fernando,Centro-Oeste,Power BI,300
43997,João,Thayza Netto,Sudeste,VBA,600
43997,Paulo,Raíssa Rotava,Sudeste,Python,450
43997,Marcus,Breno Veríssimo,Norte,VBA,600
43998,João,Saranna Brendalina,Norte,Excel,500
43998,Marcus,Rafaela Bezerra,Norte,Python,450
43998,Alon,Sawlo Frederico,Centro-Oeste,VBA,600
43998,Gabriel,Luíza Navega,Centro-Oeste,Excel,500
43998,Alon,Thauan Pires,Centro-Oeste,Python,450
43999,Marcus,Kallena Moraes,Sudeste,Python,450
43999,Marcus,Cassio Caldas,Nordeste,Power BI,300
44000,Paulo,Elaine Lucas,Sul,VBA,600
44000,Alon,Ailton Florêncio,Nordeste,Power BI,300
44001,Marcus,Nicolas Grion,Sudeste,Excel,500
44001,Marcus,Rojane Yumi,Norte,Power BI,300
44001,Paulo,Ericka Fernandez,Centro-Oeste,Python,450
44001,Diego,Giselia Bailly,Sudeste,Python,450
44001,Alon,Carla Marcolini,Nordeste,Excel,500
44001,Diego,Carolina Beatriz,Nordeste,Excel,500
44002,Alon,Henrique Tribuzy,Sul,VBA,600
44002,Paulo,Carol Vinicius,Norte,Excel,500
44002,Diego,Valentina Mendonça,Norte,VBA,600
44002,Marcus,jucelia Silva,Norte,Excel,500
44002,Marcus,Eriko Borges,Nordeste,Excel,500
44002,Marcus,Ludmila Andrade,Nordeste,Excel,500
44003,Marcus,Erik Baptista,Sudeste,Excel,500
44003,Diego,Renan Pflueger,Norte,Python,450
44004,Alon,Alex Mercês,Centro-Oeste,Python,450
44004,Marcus,Cézar Carneiro,Norte,Python,450
44004,Marcus,Geam Goulart,Sul,Power BI,300
44005,Alon,Mariana Ferreirinha,Nordeste,Excel,500
44005,Diego,Sabrina Dourado,Nordeste,Excel,500
44005,Alon,Venan Cruz,Sudeste,Excel,500
44005,João,Mateus Hermano,Norte,Power BI,300
44005,Paulo,Débora Valladares,Sudeste,Python,450
44006,Diego,Mauricio Castro,Sudeste,Excel,500
44007,Marcus,Thays Côrte-Real,Sul,Power BI,300
44007,Gabriel,Melissa Brasil,Sudeste,VBA,600
44007,João,Gabriela Felippe,Sudeste,VBA,600
44007,Alon,Myllena Bernardo,Norte,Power BI,300
44008,Paulo,Renato Jorge,Centro-Oeste,Python,450
44009,Alon,Sandy Pessoa,Norte,Python,450
44009,Diego,Cristiane Sodré,Centro-Oeste,Python,450
44009,Marcus,Karina Falcão,Norte,Excel,500
44010,João,Etiene Baldanzi,Norte,VBA,600
44010,Alon,Glenda Valladares,Norte,VBA,600
44011,João,Adrizia Montenegro,Norte,Python,450
44011,Gabriel,Jeronimo Thadeu,Norte,Power BI,300
44011,Diego,Luiza Lessa,Norte,Excel,500
44011,Alon,Tayane Piccinini,Sul,Excel,500
44011,Alon,Izadora Caroline,Centro-Oeste,Excel,500
44011,Gabriel,Cassandra Amor,Nordeste,Python,450
44012,Gabriel,Thaís Bittencourt,Norte,Power BI,300
44012,Diego,Arnôr Cunha,Sudeste,VBA,600
44012,Paulo,Zilma Paulo,Sudeste,VBA,600
44013,Paulo,Heitor Sant'Anna,Norte,Excel,500
44013,Alon,Morgana Sant'Anna,Norte,VBA,600
44013,João,Daniella Naveiro,Nordeste,Excel,500
44013,João,Antonio Veríssimo,Centro-Oeste,VBA,600
44013,Diego,Ingra Rubinstein,Sul,Power BI,300
44013,Paulo,Thadeu Fontenelle,Sudeste,VBA,600
44013,Diego,Fátima Flôr,Norte,VBA,600
44014,Paulo,Dandara Lopes,Sudeste,Power BI,300
44014,Paulo,Manuela Fioretti,Centro-Oeste,Python,450
44014,Gabriel,Eduardo Centurione,Sudeste,VBA,600
44014,Marcus,Giulia dos,Sudeste,Excel,500
44014,Paulo,Jade Florêncio,Norte,Python,450
44014,Marcus,Izabella Nogueira,Sul,Power BI,300
44015,João,Thais Piccinini,Sudeste,Python,450
44015,Alon,Josefe Mac,Centro-Oeste,Python,450
44015,Diego,Gizella Bastos,Centro-Oeste,Python,450
44015,Paulo,Luana Iane,Nordeste,Power BI,300
44016,Paulo,Yasser Goldoni,Sudeste,VBA,600
44017,Paulo,Alberto Provenzano,Norte,Excel,500
44017,João,Nathalya Rodrigues,Sudeste,Python,450
44017,Marcus,Leonardo Brasil,Centro-Oeste,Excel,500
44017,Diego,Pietro Paes,Sul,Python,450
44017,João,Leila Duque,Centro-Oeste,Power BI,300
44018,Gabriel,Lais Carneiro,Nordeste,Power BI,300
44019,Alon,Wesley Barbosa,Centro-Oeste,Python,450
44019,Paulo,Mariana Colacino,Nordeste,Power BI,300
44019,Paulo,Thais Chein,Centro-Oeste,Power BI,300
44019,Paulo,Christiana Raggi,Sudeste,Excel,500
44019,Paulo,Ylana Freire,Sudeste,Power BI,300
44020,Alon,Lorena Godinho,Norte,Python,450
44020,Alon,Jean Sodré,Nordeste,Excel,500
44020,João,Lorena Cisneiros,Centro-Oeste,Python,450
44020,Gabriel,Jean Kalaf,Sul,Power BI,300
44020,Paulo,Dykson Luiza,Sudeste,Power BI,300
44021,Gabriel,Tainah Licurci,Sudeste,Power BI,300
44021,João,Andrew Farah,Sudeste,Excel,500
44021,Paulo,Jackson Barbosa,Sudeste,VBA,600
44021,Alon,Jônatas Cromwell,Norte,Power BI,300
44022,Paulo,Saranna Julia,Sul,Power BI,300
44023,João,Andreia Ognibene,Norte,Python,450
44024,Paulo,Gleisy Smolarek,Sul,Power BI,300
44024,Diego,Raul Lima,Nordeste,Python,450
44024,Gabriel,Taila Alvarenga,Norte,Python,450
44024,Marcus,Amanda Pereira,Norte,Python,450
44024,Diego,Karen Moss,Sudeste,VBA,600
44024,Diego,Daniella Brandão,Sul,Power BI,300
44025,Alon,Cleberson Penedo,Centro-Oeste,Excel,500
44025,João,Olívia Arouca,Centro-Oeste,Power BI,300
44026,Paulo,Érica Flores,Centro-Oeste,Excel,500
44026,Marcus,Jose Bittencourt,Sudeste,VBA,600
44026,Paulo,Olívia Baldanzi,Norte,Excel,500
44026,Marcus,Ingra Silotti,Norte,Excel,500
44027,Paulo,Hanna Luz,Norte,Excel,500
44027,Diego,Josefe Orind,Sudeste,VBA,600
44027,Diego,Helga Coimbra,Norte,VBA,600
44028,Diego,Beatriz Praxedes,Centro-Oeste,VBA,600
44028,Gabriel,Emilaine Jundi,Norte,Excel,500
44028,Paulo,Viviane Vinicius,Nordeste,Python,450
44028,Paulo,Mylla Rosolia,Nordeste,Python,450
44028,João,Letícia Spata,Nordeste,Excel,500
44029,João,Érica Ricardo,Norte,Power BI,300
44029,João,Micaele Baldanzi,Nordeste,Excel,500
44029,Alon,Constantino Frederico,Nordeste,Excel,500
44029,Paulo,Joyce Simões,Norte,Python,450
44029,Gabriel,Ana Felix,Sul,Python,450
44030,Gabriel,Nivea Guimarães,Nordeste,Excel,500
44030,João,Ighor Jorge,Norte,Excel,500
44030,Diego,Erik Fernandes,Nordeste,VBA,600
44031,Gabriel,Nathalia Medeiros,Sul,Excel,500
44031,Gabriel,Isabella Montenegro,Norte,Power BI,300
44031,Alon,Pablo Barreira,Norte,Excel,500
44031,Diego,Thayna Volpi,Nordeste,Python,450
44031,Paulo,Igor Jardim,Sul,Power BI,300
44032,Diego,Stella Heleno,Sul,Python,450
44033,Gabriel,Átila Cesar,Nordeste,Excel,500
44033,Marcus,Arnôr César,Sudeste,Excel,500
44033,Diego,Ylana Luís,Sul,Excel,500
44034,Paulo,Thárcila Santana,Sudeste,VBA,600
44034,Alon,Vitor Cromwell,Sudeste,Power BI,300
44035,Diego,Vicente Sofia,Norte,Excel,500
44035,João,Vicente Lobo,Sul,Python,450
44035,Paulo,Samir Portella,Nordeste,Excel,500
44035,Alon,Taila Costainara,Nordeste,Excel,500
44035,João,Katarine Chein,Nordeste,Excel,500
44035,Marcus,Karen Barreto,Norte,Excel,500
44036,Diego,Joel Teles,Centro-Oeste,Excel,500
44036,Gabriel,Thayssa Navega,Nordeste,Power BI,300
44036,Diego,Karoliny Fontenelle,Sul,Excel,500
44036,Diego,Alice Marcio,Norte,Excel,500
44036,Paulo,Luísa Comas,Norte,Power BI,300
44036,Diego,Cleo Nascimento,Norte,Excel,500
44036,Alon,José Chvaicer,Centro-Oeste,Power BI,300
44036,João,Rebecca Jalles,Nordeste,Power BI,300
44037,João,Jade Campos,Sudeste,Power BI,300
44038,Gabriel,Isabelly Roberto,Nordeste,Power BI,300
44038,Diego,Beatriz Francisca,Sul,Power BI,300
44038,Paulo,Wendela Júnior,Norte,Python,450
44038,Gabriel,Daniele Moraes,Sul,VBA,600
44039,Marcus,Mônica Espíndola,Centro-Oeste,Python,450
44039,Alon,Andreza Baltar,Centro-Oeste,Power BI,300
44039,Paulo,Gabriela Menezes,Norte,Power BI,300
44040,João,Maurício Ferreirinha,Nordeste,Power BI,300
44040,Diego,Isis Victório,Norte,Python,450
44040,Gabriel,César Nobrega,Norte,VBA,600
44040,Marcus,Mauricio Tkotz,Sul,Power BI,300
44040,Diego,Evelyn Fontenele,Nordeste,Power BI,300
44040,Diego,Maciela Ontiveros,Sudeste,Excel,500
44041,Paulo,Lorena Titonelli,Sudeste,Power BI,300
44041,Marcus,Marcio Caldana,Norte,Python,450
44041,Paulo,Thaiz Lopez,Sul,VBA,600
44041,João,Ana Fontana,Norte,Excel,500
