Data;Ano;Mês;Vendedor;Cliente;Região;Produto;Valor
06/05/2021;2021;mai;Paulo;Rebeca Bittencourt;Centro-Oeste;Excel;R$ 500,00
06/05/2021;2021;mai;Paulo;Izabel Menaged;Sul;Python;R$ 450,00
06/05/2021;2021;mai;Paulo;Lígia Sena;Sul;VBA;R$ 600,00
07/05/2021;2021;mai;Marcus;Nathalie Tavares;Centro-Oeste;VBA;R$ 600,00
08/05/2021;2021;mai;Marcus;Breno Valladares;Norte;Python;R$ 450,00
08/05/2021;2021;mai;Paulo;Ricardo Marino;Norte;VBA;R$ 600,00
08/05/2021;2021;mai;Marcus;Heitor Carelli;Sul;Power BI;R$ 300,00
08/05/2021;2021;mai;João;Alon Hermano;Nordeste;VBA;R$ 600,00
10/05/2021;2021;mai;Gabriel;Thayssa Luz;Sudeste;VBA;R$ 600,00
10/05/2021;2021;mai;Gabriel;Gleydson Brasil;Sul;Power BI;R$ 300,00
10/05/2021;2021;mai;Gabriel;Davi Guilhem;Sudeste;VBA;R$ 600,00
10/05/2021;2021;mai;Alon;Nicholas Penedo;Sudeste;VBA;R$ 600,00
11/05/2021;2021;mai;João;Samantha de;Nordeste;Power BI;R$ 300,00
11/05/2021;2021;mai;João;Walter Jose;Norte;Power BI;R$ 300,00
12/05/2021;2021;mai;Alon;Verônica Fecha;Norte;Python;R$ 450,00
13/05/2021;2021;mai;Paulo;Andre Cromwell;Nordeste;Power BI;R$ 300,00
13/05/2021;2021;mai;Paulo;Yasser Anunciação;Norte;VBA;R$ 600,00
13/05/2021;2021;mai;Alon;Amanda Suzano;Sudeste;Power BI;R$ 300,00
14/05/2021;2021;mai;João;Jamile Gabriel;Sudeste;VBA;R$ 600,00
14/05/2021;2021;mai;Paulo;Nathália José;Nordeste;Power BI;R$ 300,00
14/05/2021;2021;mai;Diego;Artur Morgado;Sudeste;VBA;R$ 600,00
14/05/2021;2021;mai;Alon;Erik Taylor;Norte;Power BI;R$ 300,00
14/05/2021;2021;mai;Alon;Jonas Tkotz;Norte;VBA;R$ 600,00
14/05/2021;2021;mai;Marcus;Giuseppe Ferrer;Centro-Oeste;Excel;R$ 500,00
14/05/2021;2021;mai;Marcus;Helena Francisco;Centro-Oeste;Python;R$ 450,00
14/05/2021;2021;mai;Marcus;Andrew Bitencourt;Sul;PowerPoint;R$ 450,00
14/05/2021;2021;mai;João;Christiane Novaes;Sul;PowerPoint;R$ 450,00
16/05/2021;2021;mai;Paulo;Pâmella Flavio;Centro-Oeste;PowerPoint;R$ 600,00
16/05/2021;2021;mai;Gabriel;Stela Sérgius;Norte;PowerPoint;R$ 500,00
17/05/2021;2021;mai;Alon;Izabella Moura;Centro-Oeste;PowerPoint;R$ 600,00
18/05/2021;2021;mai;Alon;Adailton Pires;Norte;PowerPoint;R$ 300,00
18/05/2021;2021;mai;Paulo;Denilton Batista;Centro-Oeste;PowerPoint;R$ 300,00
18/05/2021;2021;mai;Alon;Alex Yumi;Norte;PowerPoint;R$ 500,00
18/05/2021;2021;mai;Gabriel;Rodolfo Silotti;Centro-Oeste;PowerPoint;R$ 300,00
19/05/2021;2021;mai;Gabriel;Jessica Torres;Sul;PowerPoint;R$ 300,00
19/05/2021;2021;mai;Alon;Danielle Miehrig;Nordeste;PowerPoint;R$ 300,00
19/05/2021;2021;mai;Gabriel;Maurício Cavalca;Sul;PowerPoint;R$ 300,00
19/05/2021;2021;mai;Marcus;Glenda Felippe;Sul;PowerPoint;R$ 600,00
19/05/2021;2021;mai;Alon;Ana Aragão;Nordeste;PowerPoint;R$ 450,00
20/05/2021;2021;mai;João;Leon Madruga;Nordeste;PowerPoint;R$ 500,00
20/05/2021;2021;mai;João;Talline Coimbra;Sul;PowerPoint;R$ 500,00
21/05/2021;2021;mai;João;Renan Bastos;Sudeste;PowerPoint;R$ 600,00
21/05/2021;2021;mai;Paulo;Edgard Mizrahy;Sudeste;PowerPoint;R$ 600,00
21/05/2021;2021;mai;Marcus;Eduardo Alvim;Norte;PowerPoint;R$ 450,00
22/05/2021;2021;mai;Gabriel;Lorena Riany;Centro-Oeste;PowerPoint;R$ 600,00
22/05/2021;2021;mai;Diego;Jessica Halinck;Sudeste;PowerPoint;R$ 600,00
23/05/2021;2021;mai;João;Jennifer Caroline;Sudeste;PowerPoint;R$ 500,00
23/05/2021;2021;mai;Paulo;Domenik Vaz;Sul;PowerPoint;R$ 300,00
23/05/2021;2021;mai;Marcus;Venan Cravo;Norte;PowerPoint;R$ 450,00
24/05/2021;2021;mai;João;Hiago Ribeiro;Norte;PowerPoint;R$ 500,00
24/05/2021;2021;mai;João;Thomas da;Norte;PowerPoint;R$ 300,00
24/05/2021;2021;mai;Paulo;Wagner Garambone;Norte;VBA;R$ 600,00
25/05/2021;2021;mai;Alon;Yan Caffaro;Sudeste;VBA;R$ 600,00
25/05/2021;2021;mai;Diego;Thaisa Lopez;Norte;Excel;R$ 500,00
26/05/2021;2021;mai;Marcus;Simone Guimarães;Sudeste;VBA;R$ 600,00
26/05/2021;2021;mai;Alon;Khaio Moreno;Sudeste;Excel;R$ 500,00
26/05/2021;2021;mai;Paulo;Catarina Tribuzy;Sudeste;Excel;R$ 500,00
26/05/2021;2021;mai;Marcus;Andre Souza;Nordeste;Python;R$ 450,00
26/05/2021;2021;mai;João;Flávio Raggi;Norte;Excel;R$ 500,00
26/05/2021;2021;mai;Gabriel;Jônatas Rabelo;Sudeste;Python;R$ 450,00
27/05/2021;2021;mai;Gabriel;Juliana Vilachã;Nordeste;Python;R$ 450,00
27/05/2021;2021;mai;Paulo;Cristina Pisani;Sul;Python;R$ 450,00
27/05/2021;2021;mai;Gabriel;Walmyr Peixoto;Nordeste;Power BI;R$ 300,00
27/05/2021;2021;mai;João;Alexia Orind;Sul;Excel;R$ 500,00
28/05/2021;2021;mai;Diego;Isis Francisco;Sul;Power BI;R$ 300,00
28/05/2021;2021;mai;João;Mayná Domingues;Norte;Python;R$ 450,00
28/05/2021;2021;mai;João;Juliane Lara;Sul;Python;R$ 450,00
28/05/2021;2021;mai;João;Marcele Kranz;Norte;Python;R$ 450,00
29/05/2021;2021;mai;Marcus;Debora Magalhaes;Norte;Excel;R$ 500,00
29/05/2021;2021;mai;João;Isis Kohn;Centro-Oeste;Python;R$ 450,00
30/05/2021;2021;mai;João;Cleberson Campos;Centro-Oeste;Python;R$ 450,00
30/05/2021;2021;mai;Alon;Graziela Alves;Nordeste;Excel;R$ 500,00
30/05/2021;2021;mai;João;Thayane Godinho;Sudeste;VBA;R$ 600,00
30/05/2021;2021;mai;Gabriel;Hugo Pinto;Sul;Power BI;R$ 300,00
30/05/2021;2021;mai;Alon;Cristiane Elisa;Norte;Python;R$ 450,00
30/05/2021;2021;mai;Marcus;Lorena Brendalina;Nordeste;VBA;R$ 600,00
31/05/2021;2021;mai;Paulo;Valentina Bittencourt;Centro-Oeste;Power BI;R$ 300,00
31/05/2021;2021;mai;Marcus;Giselia Medeiros;Nordeste;Python;R$ 450,00
31/05/2021;2021;mai;Diego;Francyne Arantes;Nordeste;Power BI;R$ 300,00
31/05/2021;2021;mai;Paulo;Karina Rubinstein;Norte;VBA;R$ 600,00
31/05/2021;2021;mai;Diego;Catarina Montenegro;Norte;Python;R$ 450,00
31/05/2021;2021;mai;Alon;Lígia Araujo;Centro-Oeste;Python;R$ 450,00
31/05/2021;2021;mai;João;Mayná Lencastre;Norte;Power BI;R$ 300,00
01/06/2021;2021;jun;Diego;Fabio Fernandez;Sul;Python;R$ 450,00
01/06/2021;2021;jun;Diego;Daniel Guilherme;Sudeste;VBA;R$ 600,00
02/06/2021;2021;jun;Alon;Marcelly Li;Norte;Python;R$ 450,00
03/06/2021;2021;jun;Marcus;Leandro Flavio;Norte;Word;R$ 300,00
03/06/2021;2021;jun;João;Wilson Veloso;Norte;Word;R$ 450,00
04/06/2021;2021;jun;Alon;Mauricio de;Nordeste;Word;R$ 300,00
05/06/2021;2021;jun;João;Haroldo Mainente;Nordeste;Word;R$ 500,00
05/06/2021;2021;jun;Paulo;Andreia Brendalina;Nordeste;Word;R$ 500,00
05/06/2021;2021;jun;Gabriel;Tayna Vilaça;Centro-Oeste;Word;R$ 300,00
06/06/2021;2021;jun;Paulo;Artur José;Centro-Oeste;Word;R$ 600,00
06/06/2021;2021;jun;Gabriel;Thárcila Chousa;Sul;Word;R$ 600,00
06/06/2021;2021;jun;Diego;Rosana Fecha;Norte;Word;R$ 600,00
06/06/2021;2021;jun;Gabriel;Tiago Corrêa;Nordeste;Power BI;R$ 300,00
07/06/2021;2021;jun;Paulo;Marjorie Balbi;Sul;Python;R$ 450,00
07/06/2021;2021;jun;Alon;Lucca Coimbra;Centro-Oeste;VBA;R$ 600,00
08/06/2021;2021;jun;Gabriel;Leandro Diogo;Centro-Oeste;Python;R$ 450,00
08/06/2021;2021;jun;Gabriel;Tainah Yumi;Norte;Power BI;R$ 300,00
08/06/2021;2021;jun;Diego;Tainá Fasano;Nordeste;Python;R$ 450,00
08/06/2021;2021;jun;Paulo;Raísa longo;Centro-Oeste;Python;R$ 450,00
08/06/2021;2021;jun;João;Julianna Abranches;Sudeste;VBA;R$ 600,00
08/06/2021;2021;jun;Gabriel;Jonathas Baltar;Sudeste;VBA;R$ 600,00
09/06/2021;2021;jun;Marcus;Hyago Spata;Norte;Python;R$ 450,00
09/06/2021;2021;jun;Gabriel;Leandro Ferrer;Sul;Python;R$ 450,00
10/06/2021;2021;jun;Paulo;Krissia Faria;Centro-Oeste;VBA;R$ 600,00
11/06/2021;2021;jun;Gabriel;Viviane Schincariol;Nordeste;Python;R$ 450,00
12/06/2021;2021;jun;Diego;Thays Fernandez;Sul;VBA;R$ 600,00
12/06/2021;2021;jun;Alon;Barbara Fogacia;Norte;Python;R$ 450,00
12/06/2021;2021;jun;Paulo;Cynthia Fontenelle;Norte;Power BI;R$ 300,00
12/06/2021;2021;jun;Alon;Wesley Mendes;Nordeste;Excel;R$ 500,00
13/06/2021;2021;jun;Paulo;Thalles Rangel;Sudeste;Python;R$ 450,00
13/06/2021;2021;jun;João;Kim Jalles;Sudeste;VBA;R$ 600,00
13/06/2021;2021;jun;Marcus;Leticia Iane;Sul;Power BI;R$ 300,00
13/06/2021;2021;jun;Gabriel;Yan Junqueira;Nordeste;Excel;R$ 500,00
14/06/2021;2021;jun;Diego;Natali Jordania;Sul;Excel;R$ 500,00
14/06/2021;2021;jun;João;Hércules Thadeu;Centro-Oeste;Excel;R$ 500,00
14/06/2021;2021;jun;Gabriel;Carolina Eduardo;Norte;Word;R$ 300,00
15/06/2021;2021;jun;João;Thomas Hudson;Sul;Word;R$ 450,00
15/06/2021;2021;jun;Paulo;Alfredo Stockler;Centro-Oeste;Word;R$ 600,00
16/06/2021;2021;jun;Gabriel;Thadeu Cunha;Norte;Word;R$ 600,00
16/06/2021;2021;jun;Paulo;Thales Lund;Sul;Word;R$ 300,00
16/06/2021;2021;jun;Paulo;Saranna Madruga;Sul;Word;R$ 600,00
16/06/2021;2021;jun;Alon;Camilla Dalforne;Norte;Word;R$ 500,00
17/06/2021;2021;jun;Alon;Erick Gomes;Centro-Oeste;Word;R$ 450,00
18/06/2021;2021;jun;Marcus;Marcus Riany;Norte;Word;R$ 600,00
18/06/2021;2021;jun;Paulo;Nathália Cassabian;Centro-Oeste;Word;R$ 450,00
18/06/2021;2021;jun;Alon;Thayssa Menaged;Norte;VBA;R$ 600,00
18/06/2021;2021;jun;Alon;Cassandra Carmo;Norte;VBA;R$ 600,00
18/06/2021;2021;jun;Alon;Gabryela Schincariol;Nordeste;Python;R$ 450,00
19/06/2021;2021;jun;Diego;Igor Veríssimo;Sudeste;VBA;R$ 600,00
19/06/2021;2021;jun;Gabriel;Alana Provenzano;Nordeste;Python;R$ 450,00
19/06/2021;2021;jun;João;Douglas Carrera;Norte;Python;R$ 450,00
19/06/2021;2021;jun;Alon;Higor Guedes;Centro-Oeste;Python;R$ 450,00
19/06/2021;2021;jun;Marcus;Natália Moreira;Sudeste;Excel;R$ 500,00
19/06/2021;2021;jun;João;Ciro Novarino;Sudeste;VBA;R$ 600,00
19/06/2021;2021;jun;Paulo;Nicole Barreto;Nordeste;PowerPoint;R$ 300,00
20/06/2021;2021;jun;Paulo;Tomas Siqueira;Sudeste;PowerPoint;R$ 450,00
20/06/2021;2021;jun;João;Sarah Yang;Norte;Excel;R$ 500,00
20/06/2021;2021;jun;Marcus;Luize Aballo;Sudeste;PowerPoint;R$ 450,00
21/06/2021;2021;jun;Gabriel;Marjorie Smolarek;Nordeste;PowerPoint;R$ 300,00
21/06/2021;2021;jun;Diego;Karollayne Bogossian;Nordeste;Excel;R$ 500,00
22/06/2021;2021;jun;Gabriel;Murilo longo;Sul;Excel;R$ 500,00
22/06/2021;2021;jun;Alon;Suelen Freire;Norte;Word;R$ 300,00
22/06/2021;2021;jun;Paulo;Vito Vargas;Sul;Word;R$ 450,00
22/06/2021;2021;jun;Paulo;Izabella Vinícius;Sul;Word;R$ 600,00
22/06/2021;2021;jun;Gabriel;Alan Leão;Sudeste;Word;R$ 450,00
22/06/2021;2021;jun;Paulo;Walmyr Nobili;Sudeste;Word;R$ 600,00
23/06/2021;2021;jun;Paulo;Larissa Roças;Norte;Word;R$ 500,00
23/06/2021;2021;jun;Paulo;Daniela Gabrielen;Sul;Word;R$ 450,00
24/06/2021;2021;jun;Paulo;Francyne Queiroz;Norte;Word;R$ 450,00
24/06/2021;2021;jun;Alon;Igor Siqueira;Sul;Word;R$ 450,00
24/06/2021;2021;jun;João;Denilton Júnior;Centro-Oeste;Word;R$ 500,00
24/06/2021;2021;jun;Alon;Daniele Cristine;Norte;Word;R$ 450,00
24/06/2021;2021;jun;João;Cassandra Madruga;Centro-Oeste;Word;R$ 300,00
24/06/2021;2021;jun;Alon;Nickole Amorim;Nordeste;Excel;R$ 500,00
25/06/2021;2021;jun;Alon;Francyne Pires;Sudeste;VBA;R$ 600,00
25/06/2021;2021;jun;João;Rosana Monte;Norte;Excel;R$ 500,00
25/06/2021;2021;jun;Diego;Adelino Fonseca;Centro-Oeste;PowerPoint;R$ 300,00
27/06/2021;2021;jun;Alon;Luciana Reis;Nordeste;Excel;R$ 500,00
27/06/2021;2021;jun;Gabriel;Kassia Bello;Sul;PowerPoint;R$ 300,00
27/06/2021;2021;jun;João;Walmyr Ferreirinha;Norte;PowerPoint;R$ 450,00
27/06/2021;2021;jun;João;Henrique Infante;Nordeste;PowerPoint;R$ 450,00
27/06/2021;2021;jun;Alon;Alessandra Gabrielen;Nordeste;VBA;R$ 600,00
27/06/2021;2021;jun;Alon;Christian Torres;Sul;VBA;R$ 600,00
27/06/2021;2021;jun;João;Raffael Bensdorp;Norte;PowerPoint;R$ 450,00
28/06/2021;2021;jun;Marcus;Thays Luiza;Sul;PowerPoint;R$ 300,00
28/06/2021;2021;jun;Diego;Marcus Ahnert;Centro-Oeste;Excel;R$ 500,00
28/06/2021;2021;jun;Diego;Dalvan Franciele;Nordeste;Excel;R$ 500,00
29/06/2021;2021;jun;Alon;Rojane Mineiro;Norte;Excel;R$ 500,00
29/06/2021;2021;jun;Paulo;Jeferson Sérgius;Nordeste;Excel;R$ 500,00
29/06/2021;2021;jun;João;Giovani Brandão;Centro-Oeste;PowerPoint;R$ 450,00
30/06/2021;2021;jun;Paulo;Ysabella Portillo;Centro-Oeste;VBA;R$ 600,00
30/06/2021;2021;jun;Paulo;Hiago Penna;Sul;Power BI;R$ 300,00
01/07/2021;2021;jul;João;Hugo Goulart;Norte;VBA;R$ 600,00
01/07/2021;2021;jul;Alon;Renato Azevedo;Sul;VBA;R$ 600,00
01/07/2021;2021;jul;Marcus;Julia Alves;Nordeste;Excel;R$ 500,00
01/07/2021;2021;jul;Marcus;Ruan Pacheco;Norte;Excel;R$ 500,00
01/07/2021;2021;jul;Gabriel;Roberta Valladares;Norte;Excel;R$ 500,00
01/07/2021;2021;jul;João;Jade Ontiveros;Nordeste;Python;R$ 450,00
01/07/2021;2021;jul;Alon;Gabriela Abramovitz;Sul;Power BI;R$ 300,00
02/07/2021;2021;jul;João;Érica Carmo;Sul;Power BI;R$ 300,00
02/07/2021;2021;jul;Gabriel;Mariane Cavalca;Sul;Power BI;R$ 300,00
02/07/2021;2021;jul;Paulo;Wesley Godinho;Sul;Word;R$ 450,00
02/07/2021;2021;jul;Alon;Sergio Vaz;Norte;Word;R$ 450,00
03/07/2021;2021;jul;Paulo;Ingra Rosales;Sudeste;Word;R$ 600,00
03/07/2021;2021;jul;Paulo;Ângelo Bretas;Sul;Word;R$ 300,00
03/07/2021;2021;jul;Paulo;Khaio Veloso;Sul;Word;R$ 300,00
03/07/2021;2021;jul;Diego;Thamara Luís;Norte;Word;R$ 500,00
04/07/2021;2021;jul;Paulo;Michel Paulo;Sul;Word;R$ 300,00
04/07/2021;2021;jul;Marcus;Kallena Marinho;Centro-Oeste;Word;R$ 450,00
04/07/2021;2021;jul;Paulo;Wen Ferrer;Sul;Word;R$ 300,00
04/07/2021;2021;jul;Alon;Rebeca Andréa;Sul;Word;R$ 450,00
04/07/2021;2021;jul;João;Julliana Moulin;Norte;VBA;R$ 600,00
05/07/2021;2021;jul;Diego;Raphael Cavadas;Sudeste;Excel;R$ 500,00
05/07/2021;2021;jul;Diego;Jonnathan Rubin;Nordeste;Excel;R$ 500,00
05/07/2021;2021;jul;Diego;Dilson Machado;Nordeste;Excel;R$ 500,00
05/07/2021;2021;jul;Paulo;Deysiane Salomao;Sul;Power BI;R$ 300,00
05/07/2021;2021;jul;João;Breno Priscilla;Sudeste;Python;R$ 450,00
05/07/2021;2021;jul;Marcus;Tatiana Neviani;Norte;Excel;R$ 500,00
06/07/2021;2021;jul;Diego;Viviane Francisca;Centro-Oeste;Excel;R$ 500,00
06/07/2021;2021;jul;Alon;Rosana Taylor;Sudeste;Python;R$ 450,00
07/07/2021;2021;jul;Paulo;Leticia Nacif;Nordeste;Power BI;R$ 300,00
08/07/2021;2021;jul;Paulo;Cynthia Anunciação;Centro-Oeste;VBA;R$ 600,00
08/07/2021;2021;jul;Paulo;Evelyn Chagas;Norte;Power BI;R$ 300,00
08/07/2021;2021;jul;Diego;Raul Neves;Nordeste;Power BI;R$ 300,00
09/07/2021;2021;jul;João;Patricia Castello;Norte;Power BI;R$ 300,00
09/07/2021;2021;jul;Diego;Victória Ribas;Norte;VBA;R$ 600,00
09/07/2021;2021;jul;Gabriel;Vivianne Fioravante;Sul;Excel;R$ 500,00
09/07/2021;2021;jul;Diego;Christine da;Sudeste;Excel;R$ 500,00
09/07/2021;2021;jul;Paulo;Adriano Soibelman;Sudeste;PowerPoint;R$ 600,00
10/07/2021;2021;jul;Gabriel;Thaina Said;Sul;PowerPoint;R$ 300,00
10/07/2021;2021;jul;João;Jonnathan Dourado;Sudeste;PowerPoint;R$ 600,00
11/07/2021;2021;jul;Alon;Cristina Bomfim;Norte;PowerPoint;R$ 500,00
11/07/2021;2021;jul;Diego;Mateus Borba;Norte;PowerPoint;R$ 450,00
11/07/2021;2021;jul;Marcus;Ighor Bello;Sul;PowerPoint;R$ 300,00
11/07/2021;2021;jul;Gabriel;Amanda Mathias;Norte;PowerPoint;R$ 500,00
12/07/2021;2021;jul;Gabriel;Drielly Amor;Sudeste;PowerPoint;R$ 500,00
12/07/2021;2021;jul;Diego;Natali Cunha;Nordeste;PowerPoint;R$ 450,00
14/07/2021;2021;jul;João;Dayane Azevedo;Nordeste;PowerPoint;R$ 500,00
14/07/2021;2021;jul;Diego;Giselia Erthal;Norte;PowerPoint;R$ 450,00
14/07/2021;2021;jul;Gabriel;Raul Vaz;Sudeste;PowerPoint;R$ 450,00
14/07/2021;2021;jul;João;Átila Rubin;Centro-Oeste;PowerPoint;R$ 600,00
14/07/2021;2021;jul;João;Graziela Suzano;Centro-Oeste;PowerPoint;R$ 600,00
14/07/2021;2021;jul;Gabriel;Álvaro Marendino;Centro-Oeste;Power BI;R$ 300,00
15/07/2021;2021;jul;Alon;Maciela Almawi;Sudeste;VBA;R$ 600,00
15/07/2021;2021;jul;Marcus;Higor Abranches;Norte;Power BI;R$ 300,00
15/07/2021;2021;jul;Alon;Raquel Barrionuevo;Centro-Oeste;Power BI;R$ 300,00
15/07/2021;2021;jul;Paulo;Edjailma Julia;Norte;Python;R$ 450,00
16/07/2021;2021;jul;Paulo;Jéssica Castello;Norte;Excel;R$ 500,00
16/07/2021;2021;jul;Alon;Liz Mosqueira;Nordeste;Python;R$ 450,00
17/07/2021;2021;jul;Gabriel;Alan Franciele;Sudeste;VBA;R$ 600,00
17/07/2021;2021;jul;Paulo;Erick Ribas;Sul;Power BI;R$ 300,00
18/07/2021;2021;jul;Paulo;Angelo Andréa;Centro-Oeste;Power BI;R$ 300,00
18/07/2021;2021;jul;João;Daniella Yehudah;Centro-Oeste;Python;R$ 450,00
19/07/2021;2021;jul;João;Thays Paulo;Centro-Oeste;PowerPoint;R$ 600,00
19/07/2021;2021;jul;Diego;Wilson Penedo;Nordeste;PowerPoint;R$ 300,00
19/07/2021;2021;jul;Paulo;Alexia Viana;Sul;PowerPoint;R$ 450,00
19/07/2021;2021;jul;Alon;Nélio Whitaker;Norte;PowerPoint;R$ 450,00
20/07/2021;2021;jul;Alon;Diogo Centurione;Nordeste;PowerPoint;R$ 500,00
20/07/2021;2021;jul;Diego;Bianca Sodré;Sudeste;PowerPoint;R$ 450,00
20/07/2021;2021;jul;Alon;Thaís Amor;Sudeste;Word;R$ 600,00
21/07/2021;2021;jul;Marcus;Yasser Carneiro;Centro-Oeste;Word;R$ 300,00
21/07/2021;2021;jul;Gabriel;Taila Yudi;Sul;Word;R$ 450,00
22/07/2021;2021;jul;Diego;Luca Thamires;Sul;Word;R$ 600,00
22/07/2021;2021;jul;João;Hiaiune Duarte;Nordeste;Word;R$ 500,00
22/07/2021;2021;jul;Alon;Cézar Macedo;Sudeste;Word;R$ 450,00
22/07/2021;2021;jul;Gabriel;Eduardo Ladogano;Centro-Oeste;Word;R$ 450,00
22/07/2021;2021;jul;Marcus;Lucca Luiz;Sul;Word;R$ 450,00
22/07/2021;2021;jul;Diego;Paula Gribel;Norte;Word;R$ 500,00
22/07/2021;2021;jul;Alon;Sergio Balassiano;Centro-Oeste;Word;R$ 450,00
22/07/2021;2021;jul;João;Lígia Gracio;Sudeste;Word;R$ 500,00
23/07/2021;2021;jul;Paulo;Raul Medeiros;Centro-Oeste;Word;R$ 300,00
23/07/2021;2021;jul;Marcus;Victor Titonelli;Sudeste;Word;R$ 600,00
23/07/2021;2021;jul;Diego;Yasmim Franco;Norte;Word;R$ 300,00
23/07/2021;2021;jul;João;Carlos Maria;Nordeste;Python;R$ 450,00
24/07/2021;2021;jul;Diego;Joyce Póvoa;Sul;Python;R$ 450,00
24/07/2021;2021;jul;João;Hygor Novarino;Sul;VBA;R$ 600,00
25/07/2021;2021;jul;Marcus;Ingra Emmerick;Centro-Oeste;Power BI;R$ 300,00
25/07/2021;2021;jul;Diego;Rodrigo Tiradentes;Sudeste;VBA;R$ 600,00
25/07/2021;2021;jul;João;Cézar Felix;Sudeste;VBA;R$ 600,00
25/07/2021;2021;jul;Paulo;Alexandre Flávia;Sudeste;Excel;R$ 500,00
25/07/2021;2021;jul;Alon;Danielle Rotava;Sudeste;VBA;R$ 600,00
25/07/2021;2021;jul;Gabriel;Thales Ban;Nordeste;Excel;R$ 500,00
26/07/2021;2021;jul;Gabriel;Thayssa Furtado;Sudeste;Python;R$ 450,00
27/07/2021;2021;jul;João;Domenik Brendalina;Sudeste;Word;R$ 600,00
27/07/2021;2021;jul;Marcus;Tayane Rosa;Nordeste;Word;R$ 500,00
27/07/2021;2021;jul;Gabriel;Roberto Henrique;Norte;Power BI;R$ 300,00
27/07/2021;2021;jul;João;Cristiane Siqueira;Nordeste;Power BI;R$ 300,00
27/07/2021;2021;jul;Diego;Thais Bogossian;Nordeste;Power BI;R$ 300,00
28/07/2021;2021;jul;Paulo;Thaina Limeira;Norte;Word;R$ 600,00
30/07/2021;2021;jul;Alon;Ana Itapary;Norte;Word;R$ 500,00
31/07/2021;2021;jul;Paulo;Jonas Dourado;Norte;Word;R$ 500,00
31/07/2021;2021;jul;Paulo;Diogo Cravo;Sul;Power BI;R$ 300,00
01/08/2021;2021;ago;Paulo;Diogo Filiphe;Norte;Word;R$ 600,00
01/08/2021;2021;ago;Alon;Alfredo Florêncio;Sul;Python;R$ 450,00
01/08/2021;2021;ago;Alon;Yohanan Jardim;Sudeste;Word;R$ 600,00
01/08/2021;2021;ago;Alon;Luana Pessoa;Sudeste;Word;R$ 600,00
01/08/2021;2021;ago;Gabriel;Mariane Jorge;Nordeste;Word;R$ 500,00
02/08/2021;2021;ago;Paulo;Yan Rodrigues;Nordeste;Word;R$ 500,00
02/08/2021;2021;ago;Alon;Manuela Bachini;Norte;Python;R$ 450,00
02/08/2021;2021;ago;Paulo;Cristiane Carolina;Centro-Oeste;Power BI;R$ 300,00
02/08/2021;2021;ago;Marcus;Claudia Florêncio;Norte;Python;R$ 450,00
02/08/2021;2021;ago;Paulo;Adrielle Aballo;Sul;Python;R$ 450,00
02/08/2021;2021;ago;Gabriel;Thays Ferreirinha;Nordeste;Python;R$ 450,00
03/08/2021;2021;ago;João;Cecília Barboza;Sudeste;Word;R$ 450,00
03/08/2021;2021;ago;Marcus;Edson Fróes;Sudeste;Word;R$ 600,00
03/08/2021;2021;ago;Marcus;Camille Whitaker;Centro-Oeste;Word;R$ 450,00
03/08/2021;2021;ago;Gabriel;Maurício Tribuzy;Centro-Oeste;Word;R$ 500,00
04/08/2021;2021;ago;Paulo;Vinicius Pellegrini;Centro-Oeste;Word;R$ 300,00
04/08/2021;2021;ago;Paulo;Hyago Blumgrund;Nordeste;Word;R$ 500,00
04/08/2021;2021;ago;Marcus;Giovani Jean;Nordeste;Word;R$ 500,00
05/08/2021;2021;ago;Diego;Haroldo Gameiro;Norte;Word;R$ 600,00
05/08/2021;2021;ago;João;Maria Menaged;Nordeste;Word;R$ 300,00
05/08/2021;2021;ago;João;Alberto Alan;Norte;Word;R$ 500,00
06/08/2021;2021;ago;Paulo;Débora Serra;Sul;Word;R$ 450,00
06/08/2021;2021;ago;Diego;Kim Fernandes;Centro-Oeste;Word;R$ 300,00
06/08/2021;2021;ago;Gabriel;Nina Paiva;Sudeste;Word;R$ 600,00
06/08/2021;2021;ago;Gabriel;Pâmella Francisco;Nordeste;Word;R$ 450,00
07/08/2021;2021;ago;Paulo;Thamires Bernardo;Sudeste;Word;R$ 500,00
07/08/2021;2021;ago;Paulo;Suellen Amor;Sul;Word;R$ 300,00
07/08/2021;2021;ago;Diego;Jessica Freitas;Sudeste;Word;R$ 300,00
08/08/2021;2021;ago;Diego;Cassandra Machado;Norte;Power BI;R$ 300,00
08/08/2021;2021;ago;Marcus;Cleberson Elisa;Nordeste;Python;R$ 450,00
08/08/2021;2021;ago;Marcus;Marisol Rocha;Centro-Oeste;Power BI;R$ 300,00
09/08/2021;2021;ago;Alon;Samir Veríssimo;Norte;VBA;R$ 600,00
10/08/2021;2021;ago;Marcus;Artur Riany;Sudeste;Python;R$ 450,00
10/08/2021;2021;ago;Alon;Claudia Florêncio;Norte;Excel;R$ 500,00
11/08/2021;2021;ago;Gabriel;Fabio Semeraro;Sudeste;VBA;R$ 600,00
11/08/2021;2021;ago;Paulo;Izabella Duarte;Norte;Excel;R$ 500,00
12/08/2021;2021;ago;Diego;Stela Varella;Sul;Word;R$ 450,00
12/08/2021;2021;ago;Gabriel;Jayme Luís;Sudeste;Word;R$ 600,00
12/08/2021;2021;ago;Marcus;Ailton Carrera;Norte;Word;R$ 500,00
13/08/2021;2021;ago;Diego;Rojane Baltar;Sul;Word;R$ 600,00
